Demand_id,Path,Transponder-100,Transponder-200,Transponder-400
Chicago-SanFrancisco,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",4,2,4
Chicago-LasVegas,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",1,1,1
Chicago-SaltLakeCity,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,1,1
Chicago-ElPaso,"['Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso']",1,2,0
Chicago-Dallas,"['Chicago', 'StLouis', 'Memphis', 'Dallas']",9,6,4
Chicago-Houston,"['Chicago', 'StLouis', 'Memphis', 'Dallas', 'Houston']",9,4,3
Chicago-OklahomaCity,"['Chicago', 'StLouis', 'KansasCity', 'OklahomaCity']",1,3,1
Chicago-Minneapolis,"['Chicago', 'Minneapolis']",7,5,8
Chicago-KansasCity,"['Chicago', 'StLouis', 'KansasCity']",2,2,5
Chicago-Denver,"['Chicago', 'StLouis', 'KansasCity', 'Denver']",3,3,2
Chicago-Indianapolis,"['Chicago', 'Indianapolis']",4,11,7
Chicago-Detroit,"['Chicago', 'Detroit']",11,10,21
Chicago-StLouis,"['Chicago', 'StLouis']",5,8,9
Chicago-Nashville,"['Chicago', 'Indianapolis', 'Nashville']",2,2,3
Chicago-Cleveland,"['Chicago', 'Detroit', 'Cleveland']",4,6,8
Chicago-NewYork,"['Chicago', 'Detroit', 'Cleveland', 'NewYork']",26,21,21
Chicago-Montreal,"['Chicago', 'Detroit', 'Toronto', 'Montreal']",4,6,2
Chicago-Charlotte,"['Chicago', 'Indianapolis', 'Nashville', 'Charlotte']",0,2,2
Chicago-NewOrleans,"['Chicago', 'StLouis', 'Memphis', 'NewOrleans']",2,2,1
Chicago-Boston,"['Chicago', 'Detroit', 'Cleveland', 'NewYork', 'Boston']",7,4,5
Chicago-Atlanta,"['Chicago', 'Indianapolis', 'Nashville', 'Atlanta']",5,10,4
Chicago-Miami,"['Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa', 'Miami']",2,3,4
Chicago-WashingtonDC,"['Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",17,6,9
Chicago-Philadelphia,"['Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",9,2,8
Chicago-Toronto,"['Chicago', 'Detroit', 'Toronto']",6,4,10
Chicago-Pittsburgh,"['Chicago', 'Detroit', 'Cleveland', 'Pittsburgh']",2,4,5
Chicago-Cincinnati,"['Chicago', 'Indianapolis', 'Cincinnati']",5,9,5
Chicago-Tampa,"['Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa']",1,3,2
Chicago-Memphis,"['Chicago', 'StLouis', 'Memphis']",3,1,2
Chicago-Winnipeg,"['Chicago', 'Minneapolis', 'Winnipeg']",1,2,0
Chicago-Calgary,"['Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",1,2,0
Chicago-Seattle,"['Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",2,4,1
Chicago-Portland,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",2,1,1
Chicago-Sacrameto,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",2,1,1
Chicago-Phoenix,"['Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",4,2,2
Chicago-SanDiego,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",2,0,2
Indianapolis-Vancouver,"['Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,0,1
Indianapolis-LosAngeles,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",1,1,2
Indianapolis-SanFrancisco,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,1,1
Indianapolis-LasVegas,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,1,0
Indianapolis-SaltLakeCity,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,0
Indianapolis-ElPaso,"['Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Indianapolis-Dallas,"['Indianapolis', 'Nashville', 'Memphis', 'Dallas']",0,0,2
Indianapolis-Houston,"['Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'Houston']",4,0,1
Indianapolis-OklahomaCity,"['Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",0,0,1
Indianapolis-Minneapolis,"['Indianapolis', 'Chicago', 'Minneapolis']",2,2,0
Indianapolis-KansasCity,"['Indianapolis', 'StLouis', 'KansasCity']",0,0,1
Indianapolis-Denver,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver']",1,0,1
Indianapolis-Chicago,"['Indianapolis', 'Chicago']",6,11,7
Indianapolis-Detroit,"['Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit']",4,4,3
Indianapolis-StLouis,"['Indianapolis', 'StLouis']",2,2,2
Indianapolis-Nashville,"['Indianapolis', 'Nashville']",2,1,1
Indianapolis-Cleveland,"['Indianapolis', 'Cincinnati', 'Cleveland']",1,1,2
Indianapolis-NewYork,"['Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",1,2,7
Indianapolis-Montreal,"['Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit', 'Toronto', 'Montreal']",2,0,1
Indianapolis-Charlotte,"['Indianapolis', 'Nashville', 'Charlotte']",0,0,1
Indianapolis-NewOrleans,"['Indianapolis', 'Nashville', 'Memphis', 'NewOrleans']",0,0,1
Indianapolis-Boston,"['Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",2,0,2
Indianapolis-Atlanta,"['Indianapolis', 'Nashville', 'Atlanta']",0,0,3
Indianapolis-Miami,"['Indianapolis', 'Nashville', 'Atlanta', 'Tampa', 'Miami']",3,2,0
Indianapolis-WashingtonDC,"['Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",3,3,2
Indianapolis-Philadelphia,"['Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",2,1,2
Indianapolis-Toronto,"['Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit', 'Toronto']",2,2,1
Indianapolis-Pittsburgh,"['Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",2,2,1
Indianapolis-Cincinnati,"['Indianapolis', 'Cincinnati']",5,5,3
Indianapolis-Tampa,"['Indianapolis', 'Nashville', 'Atlanta', 'Tampa']",1,0,1
Indianapolis-Memphis,"['Indianapolis', 'Nashville', 'Memphis']",0,0,1
Indianapolis-Winnipeg,"['Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
Indianapolis-Calgary,"['Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,0,1
Indianapolis-Seattle,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",1,0,1
Indianapolis-Portland,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,1,0
Indianapolis-Sacrameto,"['Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,0
Indianapolis-Phoenix,"['Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,1,0
Indianapolis-SanDiego,"['Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,0,1
Detroit-Vancouver,"['Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,1,1
Detroit-LosAngeles,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",3,6,4
Detroit-SanFrancisco,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,2,3
Detroit-LasVegas,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,0,1
Detroit-SaltLakeCity,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,1
Detroit-ElPaso,"['Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Detroit-Dallas,"['Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas']",2,6,1
Detroit-Houston,"['Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'Houston']",2,2,2
Detroit-OklahomaCity,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'OklahomaCity']",5,0,0
Detroit-Minneapolis,"['Detroit', 'Chicago', 'Minneapolis']",3,2,3
Detroit-KansasCity,"['Detroit', 'Chicago', 'StLouis', 'KansasCity']",0,3,1
Detroit-Denver,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver']",2,1,1
Detroit-Chicago,"['Detroit', 'Chicago']",20,19,14
Detroit-Indianapolis,"['Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis']",4,4,3
Detroit-StLouis,"['Detroit', 'Chicago', 'StLouis']",9,2,2
Detroit-Nashville,"['Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville']",4,1,1
Detroit-Cleveland,"['Detroit', 'Cleveland']",15,9,20
Detroit-NewYork,"['Detroit', 'Cleveland', 'NewYork']",15,12,22
Detroit-Montreal,"['Detroit', 'Toronto', 'Montreal']",2,5,2
Detroit-Charlotte,"['Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte']",1,1,2
Detroit-NewOrleans,"['Detroit', 'Chicago', 'StLouis', 'Memphis', 'NewOrleans']",2,0,1
Detroit-Boston,"['Detroit', 'Cleveland', 'NewYork', 'Boston']",5,1,5
Detroit-Atlanta,"['Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Atlanta']",4,2,4
Detroit-Miami,"['Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",4,3,1
Detroit-WashingtonDC,"['Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",11,8,8
Detroit-Philadelphia,"['Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",4,3,8
Detroit-Toronto,"['Detroit', 'Toronto']",9,12,10
Detroit-Pittsburgh,"['Detroit', 'Cleveland', 'Pittsburgh']",2,5,6
Detroit-Cincinnati,"['Detroit', 'Cleveland', 'Cincinnati']",6,4,3
Detroit-Tampa,"['Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa']",2,1,1
Detroit-Memphis,"['Detroit', 'Chicago', 'StLouis', 'Memphis']",0,0,2
Detroit-Winnipeg,"['Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
Detroit-Calgary,"['Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
Detroit-Seattle,"['Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",1,1,1
Detroit-Portland,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,1,1
Detroit-Sacrameto,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,1
Detroit-Phoenix,"['Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,1,1
Detroit-SanDiego,"['Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",1,0,2
StLouis-Vancouver,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",1,0,1
StLouis-LosAngeles,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",7,2,2
StLouis-SanFrancisco,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",2,1,1
StLouis-LasVegas,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,0,1
StLouis-SaltLakeCity,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,1
StLouis-ElPaso,"['StLouis', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
StLouis-Dallas,"['StLouis', 'Memphis', 'Dallas']",2,3,2
StLouis-Houston,"['StLouis', 'Memphis', 'Dallas', 'Houston']",3,1,2
StLouis-OklahomaCity,"['StLouis', 'KansasCity', 'OklahomaCity']",2,0,1
StLouis-Minneapolis,"['StLouis', 'Chicago', 'Minneapolis']",3,1,2
StLouis-KansasCity,"['StLouis', 'KansasCity']",3,1,2
StLouis-Denver,"['StLouis', 'KansasCity', 'Denver']",3,1,0
StLouis-Chicago,"['StLouis', 'Chicago']",9,5,10
StLouis-Indianapolis,"['StLouis', 'Indianapolis']",3,1,2
StLouis-Detroit,"['StLouis', 'Chicago', 'Detroit']",3,1,4
StLouis-Nashville,"['StLouis', 'Memphis', 'Nashville']",2,1,1
StLouis-Cleveland,"['StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland']",2,2,1
StLouis-NewYork,"['StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",7,5,5
StLouis-Montreal,"['StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,1,1
StLouis-Charlotte,"['StLouis', 'Memphis', 'Nashville', 'Charlotte']",1,1,1
StLouis-NewOrleans,"['StLouis', 'Memphis', 'NewOrleans']",2,1,0
StLouis-Boston,"['StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",1,0,2
StLouis-Atlanta,"['StLouis', 'Memphis', 'Nashville', 'Atlanta']",3,3,2
StLouis-Miami,"['StLouis', 'Memphis', 'NewOrleans', 'Miami']",5,1,1
StLouis-WashingtonDC,"['StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",3,2,3
StLouis-Philadelphia,"['StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",2,3,1
StLouis-Toronto,"['StLouis', 'Chicago', 'Detroit', 'Toronto']",1,1,2
StLouis-Pittsburgh,"['StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,1,2
StLouis-Cincinnati,"['StLouis', 'Indianapolis', 'Cincinnati']",1,3,1
StLouis-Tampa,"['StLouis', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,1,1
StLouis-Memphis,"['StLouis', 'Memphis']",0,0,2
StLouis-Winnipeg,"['StLouis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
StLouis-Calgary,"['StLouis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
StLouis-Seattle,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",2,0,1
StLouis-Portland,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",1,0,1
StLouis-Sacrameto,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,0
StLouis-Phoenix,"['StLouis', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,2,0
StLouis-SanDiego,"['StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",0,0,1
Nashville-Vancouver,"['Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,1,0
Nashville-LosAngeles,"['Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",1,2,1
Nashville-SanFrancisco,"['Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,1,1
Nashville-LasVegas,"['Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",0,0,1
Nashville-SaltLakeCity,"['Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,0
Nashville-ElPaso,"['Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Nashville-Dallas,"['Nashville', 'Memphis', 'Dallas']",4,1,1
Nashville-Houston,"['Nashville', 'Memphis', 'Dallas', 'Houston']",0,0,2
Nashville-OklahomaCity,"['Nashville', 'Memphis', 'Dallas', 'OklahomaCity']",0,1,0
Nashville-Minneapolis,"['Nashville', 'Indianapolis', 'Chicago', 'Minneapolis']",0,0,1
Nashville-KansasCity,"['Nashville', 'Memphis', 'StLouis', 'KansasCity']",0,0,1
Nashville-Denver,"['Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver']",1,0,1
Nashville-Chicago,"['Nashville', 'Indianapolis', 'Chicago']",3,3,2
Nashville-Indianapolis,"['Nashville', 'Indianapolis']",1,0,2
Nashville-Detroit,"['Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit']",3,3,0
Nashville-StLouis,"['Nashville', 'Memphis', 'StLouis']",0,1,2
Nashville-Cleveland,"['Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",2,1,1
Nashville-NewYork,"['Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",3,2,4
Nashville-Montreal,"['Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit', 'Toronto', 'Montreal']",2,0,1
Nashville-Charlotte,"['Nashville', 'Charlotte']",0,0,1
Nashville-NewOrleans,"['Nashville', 'Memphis', 'NewOrleans']",0,0,1
Nashville-Boston,"['Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",0,0,2
Nashville-Atlanta,"['Nashville', 'Atlanta']",2,1,4
Nashville-Miami,"['Nashville', 'Atlanta', 'Tampa', 'Miami']",1,0,1
Nashville-WashingtonDC,"['Nashville', 'Charlotte', 'WashingtonDC']",3,1,2
Nashville-Philadelphia,"['Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia']",4,1,1
Nashville-Toronto,"['Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit', 'Toronto']",0,0,2
Nashville-Pittsburgh,"['Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,0,1
Nashville-Cincinnati,"['Nashville', 'Indianapolis', 'Cincinnati']",2,1,1
Nashville-Tampa,"['Nashville', 'Atlanta', 'Tampa']",0,0,1
Nashville-Memphis,"['Nashville', 'Memphis']",1,0,1
Nashville-Winnipeg,"['Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,1,0
Nashville-Calgary,"['Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",1,0,0
Nashville-Seattle,"['Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",1,0,1
Nashville-Portland,"['Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",1,0,0
Nashville-Sacrameto,"['Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,0,1
Nashville-Phoenix,"['Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",0,0,1
Nashville-SanDiego,"['Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,1,0
Cleveland-Vancouver,"['Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,0,1
Cleveland-LosAngeles,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",2,5,1
Cleveland-SanFrancisco,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,2,1
Cleveland-LasVegas,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,1,0
Cleveland-SaltLakeCity,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,1,0
Cleveland-ElPaso,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Cleveland-Dallas,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas']",0,2,2
Cleveland-Houston,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'Houston']",0,4,0
Cleveland-OklahomaCity,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",1,0,1
Cleveland-Minneapolis,"['Cleveland', 'Detroit', 'Chicago', 'Minneapolis']",0,0,2
Cleveland-KansasCity,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",0,0,2
Cleveland-Denver,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",1,2,0
Cleveland-Chicago,"['Cleveland', 'Detroit', 'Chicago']",5,9,6
Cleveland-Indianapolis,"['Cleveland', 'Cincinnati', 'Indianapolis']",3,3,1
Cleveland-Detroit,"['Cleveland', 'Detroit']",20,14,16
Cleveland-StLouis,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis']",1,2,1
Cleveland-Nashville,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville']",2,0,1
Cleveland-NewYork,"['Cleveland', 'NewYork']",13,11,11
Cleveland-Montreal,"['Cleveland', 'Detroit', 'Toronto', 'Montreal']",1,1,2
Cleveland-Charlotte,"['Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte']",2,1,1
Cleveland-NewOrleans,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'NewOrleans']",0,0,1
Cleveland-Boston,"['Cleveland', 'NewYork', 'Boston']",2,2,3
Cleveland-Atlanta,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Atlanta']",1,2,2
Cleveland-Miami,"['Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",0,0,2
Cleveland-WashingtonDC,"['Cleveland', 'Pittsburgh', 'WashingtonDC']",5,8,5
Cleveland-Philadelphia,"['Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",3,6,3
Cleveland-Toronto,"['Cleveland', 'Detroit', 'Toronto']",3,8,6
Cleveland-Pittsburgh,"['Cleveland', 'Pittsburgh']",3,6,6
Cleveland-Cincinnati,"['Cleveland', 'Cincinnati']",2,1,3
Cleveland-Tampa,"['Cleveland', 'Pittsburgh', 'WashingtonDC', 'Charlotte', 'Tampa']",1,0,1
Cleveland-Memphis,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis']",0,1,1
Cleveland-Winnipeg,"['Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",2,0,0
Cleveland-Calgary,"['Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",1,0,0
Cleveland-Seattle,"['Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,0,1
Cleveland-Portland,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Cleveland-Sacrameto,"['Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,0,1
Cleveland-Phoenix,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,0,1
Cleveland-SanDiego,"['Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",0,0,1
NewYork-Vancouver,"['NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",1,2,2
NewYork-LosAngeles,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",10,14,16
NewYork-SanFrancisco,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",6,9,5
NewYork-LasVegas,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",2,0,2
NewYork-SaltLakeCity,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,1,1
NewYork-ElPaso,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,2
NewYork-Dallas,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas']",15,6,6
NewYork-Houston,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans', 'Houston']",3,5,8
NewYork-OklahomaCity,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",7,1,1
NewYork-Minneapolis,"['NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis']",7,10,3
NewYork-KansasCity,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",3,1,4
NewYork-Denver,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",8,3,2
NewYork-Chicago,"['NewYork', 'Cleveland', 'Detroit', 'Chicago']",13,31,19
NewYork-Indianapolis,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis']",2,7,4
NewYork-Detroit,"['NewYork', 'Cleveland', 'Detroit']",17,18,19
NewYork-StLouis,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis']",7,7,4
NewYork-Nashville,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville']",1,5,3
NewYork-Cleveland,"['NewYork', 'Cleveland']",16,11,11
NewYork-Montreal,"['NewYork', 'Boston', 'Montreal']",25,17,15
NewYork-Charlotte,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte']",1,9,3
NewYork-NewOrleans,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans']",4,0,3
NewYork-Boston,"['NewYork', 'Boston']",63,53,51
